sample	CMD_POS_FLOATMAG_BH	ENC_POS_FLOATMAG_BH	POS_ERR_FLOATMAG_BH	DAC_FLOATMAG_BH	MODE_FLOATMAG_BH	FLOATMAG_ACC_ADC_PORT_0
327	99997.000000	99923.000000	74.000000	310.000000	ff010001	-1104.000000
328	99997.000000	99930.000000	67.000000	308.000000	ff010001	-1024.000000
329	99997.000000	99933.000000	64.000000	325.000000	ff010001	-486.000000
330	99997.000000	99939.000000	58.000000	315.000000	ff010001	-307.000000
331	99997.000000	99942.000000	55.000000	325.000000	ff010001	109.000000
332	99997.000000	99951.000000	46.000000	300.000000	ff010001	421.000000
333	99997.000000	99956.000000	41.000000	311.000000	ff010001	765.000000
334	99997.000000	99957.000000	40.000000	328.000000	ff010001	1207.000000
335	99997.000000	99962.000000	35.000000	314.000000	ff010001	1506.000000
336	99997.000000	99965.000000	32.000000	319.000000	ff010001	1932.000000
337	99997.000000	99966.000000	31.000000	327.000000	ff010001	2231.000000
338	99997.000000	99972.000000	25.000000	307.000000	ff010001	2577.000000
339	99997.000000	99974.000000	23.000000	319.000000	ff010001	2814.000000
340	99997.000000	99978.000000	19.000000	313.000000	ff010001	3034.000000
341	99997.000000	99984.000000	13.000000	303.000000	ff010001	3359.000000
342	99997.000000	99981.000000	16.000000	339.000000	ff010001	3705.000000
343	99997.000000	99982.000000	15.000000	329.000000	ff010001	4076.000000
344	99997.000000	99988.000000	9.000000	308.000000	ff010001	4138.000000
345	99997.000000	99994.000000	3.000000	304.000000	ff010001	4527.000000
346	99997.000000	99994.000000	3.000000	328.000000	ff010001	4354.000000
347	99997.000000	100000.000000	-3.000000	308.000000	ff010001	4897.000000
348	99997.000000	100003.000000	-6.000000	317.000000	ff010001	4731.000000
349	99997.000000	100004.000000	-7.000000	327.000000	ff010001	5181.000000
350	99997.000000	100011.000000	-14.000000	304.000000	ff010001	4978.000000
351	99997.000000	100017.000000	-20.000000	304.000000	ff010001	5366.000000
352	99997.000000	100025.000000	-28.000000	294.000000	ff010001	5120.000000
353	99997.000000	100026.000000	-29.000000	320.000000	ff010001	5428.000000
354	99997.000000	100034.000000	-37.000000	295.000000	ff010001	5176.000000
355	99997.000000	100037.000000	-40.000000	311.000000	ff010001	5246.000000
356	99997.000000	100043.000000	-46.000000	299.000000	ff010001	5037.000000
357	99997.000000	100046.000000	-49.000000	308.000000	ff010001	5127.000000
358	99997.000000	100055.000000	-58.000000	283.000000	ff010001	5079.000000
359	99997.000000	100056.000000	-59.000000	309.000000	ff010001	4977.000000
360	99997.000000	100063.000000	-66.000000	287.000000	ff010001	4863.000000
361	99997.000000	100068.000000	-71.000000	290.000000	ff010001	4594.000000
362	99997.000000	100073.000000	-76.000000	289.000000	ff010001	4483.000000
363	99997.000000	100075.000000	-78.000000	300.000000	ff010001	4217.000000
364	99997.000000	100081.000000	-84.000000	285.000000	ff010001	4071.000000
365	99997.000000	100079.000000	-82.000000	315.000000	ff010001	3880.000000
366	99997.000000	100085.000000	-88.000000	287.000000	ff010001	3579.000000
367	99997.000000	100089.000000	-92.000000	290.000000	ff010001	3384.000000
368	99997.000000	100095.000000	-98.000000	281.000000	ff010001	3055.000000
369	99997.000000	100096.000000	-99.000000	300.000000	ff010001	2872.000000
370	99997.000000	100102.000000	-105.000000	283.000000	ff010001	2283.000000
371	99997.000000	100105.000000	-108.000000	293.000000	ff010001	2250.000000
372	99997.000000	100107.000000	-110.000000	299.000000	ff010001	1644.000000
373	99997.000000	100111.000000	-114.000000	293.000000	ff010001	1766.000000
374	99997.000000	100112.000000	-115.000000	304.000000	ff010001	1061.000000
375	99997.000000	100118.000000	-121.000000	285.000000	ff010001	1057.000000
376	99997.000000	100122.000000	-125.000000	289.000000	ff010001	330.000000
377	99997.000000	100123.000000	-126.000000	302.000000	ff010001	341.000000
378	99997.000000	100125.000000	-128.000000	299.000000	ff010001	-291.000000
379	99997.000000	100127.000000	-130.000000	299.000000	ff010001	-267.000000
