sample,Time (s),CMD_POS_FLOATMAG_BH,ENC_POS_FLOATMAG_BH,POS_ERR_FLOATMAG_BH,DAC_FLOATMAG_BH,MODE_FLOATMAG_BH,ENC_POS_FLOATMAG_FBX,ENC_POS_FLOATMAG_FBY,ENC_POS_FLOATMAG_FB_COUNT,ENC_POS_FLOATMAG_FB_SCORE,EndPoint_X(um),ENC_X(um)
729,0.091125,10000,9983,17,440,ff010001,6930432,5328896,15323,1,6.094758526,49.915
730,0.09125,10000,9980,20,459,ff010001,6930432,5328896,15323,1,6.094758526,49.9
731,0.091375,10000,9983,17,447,ff010001,6930432,5328896,15323,1,6.094758526,49.915
732,0.0915,10000,9982,18,436,ff010001,6930432,5328896,15323,1,6.094758526,49.91
733,0.091625,10000,9980,20,459,ff010001,6930432,5328896,15323,1,6.094758526,49.9
734,0.09175,10000,9982,18,448,ff010001,6930432,5328896,15323,1,6.094758526,49.91
735,0.091875,10000,9980,20,447,ff010001,6930432,5328896,15323,1,6.094758526,49.9
736,0.092,10000,9983,17,442,ff010001,6930432,5328896,15323,1,6.094758526,49.915
737,0.092125,10000,9980,20,446,ff010001,6930432,5328896,15323,1,6.094758526,49.9
738,0.09225,10000,9980,20,462,ff010001,6930432,5328896,15323,1,6.094758526,49.9
739,0.092375,10000,9983,17,435,ff010001,6930432,5328896,15323,1,6.094758526,49.915
740,0.0925,10000,9982,18,436,ff010001,6930432,5328896,15323,1,6.094758526,49.91
741,0.092625,10000,9982,18,451,ff010001,6930432,5328896,15323,1,6.094758526,49.91
742,0.09275,10000,9983,17,444,ff010001,6930432,5328896,15323,1,6.094758526,49.915
743,0.092875,10000,9986,14,428,ff010001,6930432,5328896,15323,1,6.094758526,49.93
744,0.093,10000,9983,17,445,ff010001,6930432,5328896,15323,1,6.094758526,49.915
745,0.093125,10000,9986,14,447,ff010001,6930432,5328896,15323,1,6.094758526,49.93
746,0.09325,10000,9988,12,423,ff010001,6930432,5328896,15323,1,6.094758526,49.94
747,0.093375,10000,9992,8,414,ff010001,6930432,5328896,15323,1,6.094758526,49.96
748,0.0935,10000,9992,8,423,ff010001,6930432,5328896,15323,1,6.094758526,49.96
749,0.093625,10000,9993,7,438,ff010001,6930432,5328896,15323,1,6.094758526,49.965
750,0.09375,10000,9992,8,443,ff010001,6930432,5328896,15323,1,6.094758526,49.96
751,0.093875,10000,9993,7,443,ff010001,6930432,5328896,15323,1,6.094758526,49.965
752,0.094,10000,9993,7,437,ff010001,6930432,5328896,15323,1,6.094758526,49.965
753,0.094125,10000,9995,5,431,ff010001,6930432,5328896,15323,1,6.094758526,49.975
754,0.09425,10000,9995,5,429,ff010001,6930432,5328896,15323,1,6.094758526,49.975
755,0.094375,10000,9997,3,429,ff010001,6930432,5328896,15323,1,6.094758526,49.985
756,0.0945,10000,9996,4,433,ff010001,6930432,5328896,15323,1,6.094758526,49.98
757,0.094625,10000,9999,1,429,ff010001,6930432,5328896,15323,1,6.094758526,49.995
758,0.09475,10000,9995,5,442,ff010001,6930432,5328896,15323,1,6.094758526,49.975
759,0.094875,10000,10002,-2,424,ff010001,6930432,5328896,15323,1,6.094758526,50.01
760,0.095,10000,10002,-2,402,ff010001,6930432,5328896,15323,1,6.094758526,50.01
761,0.095125,10000,10002,-2,432,ff010001,6930432,5328896,15323,1,6.094758526,50.01
762,0.09525,10000,10005,-5,422,ff010001,6930432,5328896,15323,1,6.094758526,50.025
763,0.095375,10000,10005,-5,419,ff010001,6930432,5328896,15323,1,6.094758526,50.025
764,0.0955,10000,10007,-7,423,ff010001,6930432,5328896,15323,1,6.094758526,50.035
765,0.095625,10000,10009,-9,413,ff010001,6930432,5328896,15323,1,6.094758526,50.045
766,0.09575,10000,10008,-8,425,ff010001,6930432,5328896,15323,1,6.094758526,50.04
767,0.095875,10000,10012,-12,416,ff010001,6930432,5328896,15323,1,6.094758526,50.06
768,0.096,10000,10012,-12,409,ff010001,6930432,5328896,15323,1,6.094758526,50.06
769,0.096125,10000,10012,-12,426,ff010001,6930432,5328896,15323,1,6.094758526,50.06
770,0.09625,10000,10014,-14,418,ff010001,6930432,5328896,15323,1,6.094758526,50.07
771,0.096375,10000,10015,-15,411,ff010001,6930432,5328896,15323,1,6.094758526,50.075
772,0.0965,10000,10014,-14,423,ff010001,6930432,5328896,15323,1,6.094758526,50.07
773,0.096625,10000,10017,-17,415,ff010001,6930432,5328896,15323,1,6.094758526,50.085
774,0.09675,10000,10017,-17,408,ff010001,6930432,5328896,15323,1,6.094758526,50.085
775,0.096875,10000,10020,-20,406,ff010001,6930432,5328896,15323,1,6.094758526,50.1
776,0.097,10000,10022,-22,395,ff010001,6930432,5328896,15323,1,6.094758526,50.11
777,0.097125,10000,10020,-20,417,ff010001,6930432,5328896,15323,1,6.094758526,50.1
778,0.09725,10000,10022,-22,419,ff010001,6930432,5328896,15323,1,6.094758526,50.11
779,0.097375,10000,10022,-22,409,ff010001,6930432,5328896,15323,1,6.094758526,50.11
780,0.0975,10000,10025,-25,401,ff010001,6930432,5328896,15323,1,6.094758526,50.125
781,0.097625,10000,10023,-23,409,ff010001,6930432,5328896,15323,1,6.094758526,50.115
782,0.09775,10000,10022,-22,429,ff010001,6930432,5328896,15323,1,6.094758526,50.11
783,0.097875,10000,10023,-23,416,ff010001,6930432,5328896,15323,1,6.094758526,50.115
784,0.098,10000,10023,-23,409,ff010001,6930432,5328896,15323,1,6.094758526,50.115
785,0.098125,10000,10018,-18,437,ff010001,6930432,5328896,15323,1,6.094758526,50.09
786,0.09825,10000,10020,-20,431,ff010001,6930432,5328896,15323,1,6.094758526,50.1
787,0.098375,10000,10021,-21,401,ff010001,6930432,5328896,15323,1,6.094758526,50.105
788,0.0985,10000,10021,-21,407,ff010001,6930432,5328896,15323,1,6.094758526,50.105
789,0.098625,10000,10018,-18,428,ff010001,6930432,5328896,15323,1,6.094758526,50.09
790,0.09875,10000,10017,-17,436,ff010001,6930432,5328896,15323,1,6.094758526,50.085
791,0.098875,10000,10018,-18,417,ff010001,6930432,5328896,15323,1,6.094758526,50.09
792,0.099,10000,10018,-18,410,ff010001,6930432,5328896,15323,1,6.094758526,50.09
793,0.099125,10000,10014,-14,434,ff010001,6930432,5328896,15323,1,6.094758526,50.07
794,0.09925,10000,10015,-15,433,ff010001,6930432,5328896,15323,1,6.094758526,50.075
795,0.099375,10000,10007,-7,452,ff010001,6930432,5328896,15323,1,6.094758526,50.035
796,0.0995,10000,10012,-12,436,ff010001,6930432,5328896,15323,1,6.094758526,50.06
797,0.099625,10000,10005,-5,430,ff010001,6930432,5328896,15323,1,6.094758526,50.025
798,0.09975,10000,10009,-9,435,ff010001,6930432,5328896,15323,1,6.094758526,50.045
799,0.099875,10000,10005,-5,422,ff010001,6930432,5328896,15323,1,6.094758526,50.025
800,0.1,10000,10005,-5,441,ff010001,6930432,5328896,15323,1,6.094758526,50.025
801,0.100125,10000,10007,-7,416,ff010001,6930432,5328896,15323,1,6.094758526,50.035
802,0.10025,10000,10005,-5,422,ff010001,6930432,5328896,15323,1,6.094758526,50.025
803,0.100375,10000,10005,-5,434,ff010001,6930432,5328896,15323,1,6.094758526,50.025
804,0.1005,10000,10002,-2,441,ff010001,6930432,5328896,15323,1,6.094758526,50.01
805,0.100625,10000,10005,-5,427,ff010001,6930432,5328896,15323,1,6.094758526,50.025
806,0.10075,10000,10002,-2,425,ff010001,6930432,5328896,15323,1,6.094758526,50.01
807,0.100875,10000,10000,0,450,ff010001,6930432,5328896,15323,1,6.094758526,50
808,0.101,10000,9996,4,458,ff010001,6930432,5328896,15323,1,6.094758526,49.98
809,0.101125,10000,9997,3,445,ff010001,6930432,5328896,15323,1,6.094758526,49.985
810,0.10125,10000,9994,6,439,ff010001,6930432,5328896,15323,1,6.094758526,49.97
811,0.101375,10000,9995,5,439,ff010001,6930432,5328896,15323,1,6.094758526,49.975
812,0.1015,10000,9993,7,436,ff010001,6930432,5328896,15323,1,6.094758526,49.965
813,0.101625,10000,9992,8,446,ff010001,6930432,5328896,15323,1,6.094758526,49.96
814,0.10175,10000,9992,8,439,ff010001,6930432,5328896,15323,1,6.094758526,49.96
815,0.101875,10000,9993,7,429,ff010001,6930432,5328896,15323,1,6.094758526,49.965
816,0.102,10000,9992,8,433,ff010001,6930432,5328896,15323,1,6.094758526,49.96
817,0.102125,10000,9993,7,434,ff010001,6930432,5328896,15323,1,6.094758526,49.965
818,0.10225,10000,9993,7,430,ff010001,6930432,5328896,15323,1,6.094758526,49.965
819,0.102375,10000,9989,11,454,ff010001,6930432,5328896,15323,1,6.094758526,49.945
820,0.1025,10000,9989,11,457,ff010001,6930432,5328896,15323,1,6.094758526,49.945
821,0.102625,10000,9985,15,457,ff010001,6930432,5328896,15323,1,6.094758526,49.925
822,0.10275,10000,9986,14,453,ff010001,6930432,5328896,15323,1,6.094758526,49.93
823,0.102875,10000,9987,13,429,ff010001,6930432,5328896,15323,1,6.094758526,49.935
824,0.103,10000,9985,15,441,ff010001,6930432,5328896,15323,1,6.094758526,49.925
825,0.103125,10000,9985,15,449,ff010001,6930432,5328896,15323,1,6.094758526,49.925
826,0.10325,10000,9983,17,451,ff010001,6930432,5328896,15323,1,6.094758526,49.915
827,0.103375,10000,9987,13,432,ff010001,6930432,5328896,15323,1,6.094758526,49.935
828,0.1035,10000,9987,13,420,ff010001,6930432,5328896,15323,1,6.094758526,49.935
829,0.103625,10000,9989,11,429,ff010001,6930432,5328896,15323,1,6.094758526,49.945
830,0.10375,10000,9986,14,445,ff010001,6930432,5328896,15323,1,6.094758526,49.93
831,0.103875,10000,9987,13,452,ff010001,6930432,5328896,15323,1,6.094758526,49.935
832,0.104,10000,9985,15,447,ff010001,6930432,5328896,15323,1,6.094758526,49.925
833,0.104125,10000,9986,14,447,ff010001,6930432,5328896,15323,1,6.094758526,49.93
834,0.10425,10000,9983,17,451,ff010001,6930432,5328896,15323,1,6.094758526,49.915
835,0.104375,10000,9985,15,447,ff010001,6930432,5328896,15323,1,6.094758526,49.925
836,0.1045,10000,9983,17,442,ff010001,6930432,5328896,15323,1,6.094758526,49.915
837,0.104625,10000,9984,16,447,903000a,6930432,5328896,15323,1,6.094758526,49.92
838,0.10475,10000,9981,19,376,903000a,6930432,5328896,15323,1,6.094758526,49.905
839,0.104875,9998,9983,15,205,903000a,6930432,5328896,15323,1,6.094758526,49.915
840,0.105,9992,9986,6,-2,903000a,6930432,5328896,15323,1,6.094758526,49.93
841,0.105125,9981,9988,-7,-186,903000a,6930432,5328896,15323,1,6.094758526,49.94
842,0.10525,9962,9988,-26,-347,903000a,6930432,5328896,15323,1,6.094758526,49.94
843,0.105375,9936,9990,-54,-515,903000a,6930432,5328896,15323,1,6.094758526,49.95
844,0.1055,9900,9983,-83,-642,903000a,6930432,5328896,15323,1,6.094758526,49.915
845,0.105625,9855,9973,-118,-727,903000c,6930432,5328896,15323,1,6.094758526,49.865
846,0.10575,9800,9948,-148,-762,903000c,6930432,5328896,15323,1,6.094758526,49.74
847,0.105875,9736,9914,-178,-743,903000c,6930432,5328896,15323,1,6.094758526,49.57
848,0.106,9662,9869,-207,-715,903000c,6930432,5328896,15323,1,6.094758526,49.345
849,0.106125,9581,9804,-223,-607,903000c,6930432,5328896,15323,1,6.094758526,49.02
850,0.10625,9492,9734,-242,-489,903000c,6930432,5328896,15323,1,6.094758526,48.67
851,0.106375,9398,9656,-258,-399,903000c,6930432,5328896,15323,1,6.094758526,48.28
852,0.1065,9300,9565,-265,-245,903000c,6930432,5328896,15323,1,6.094758526,47.825
853,0.106625,9200,9475,-275,-97,9030009,6930432,5328896,15323,1,6.094758526,47.375
854,0.10675,9100,9379,-279,-35,9030009,6930432,5328896,15323,1,6.094758526,46.895
855,0.106875,9000,9282,-282,-33,9030009,6930432,5328896,15323,1,6.094758526,46.41
856,0.107,8900,9187,-287,-60,9030009,6930432,5328896,15323,1,6.094758526,45.935
857,0.107125,8800,9090,-290,-74,9030009,6930432,5328896,15323,1,6.094758526,45.45
858,0.10725,8700,9009,-309,-144,9030009,6930432,5328896,15323,1,6.094758526,45.045
859,0.107375,8600,8931,-331,-241,9030009,6930432,5328896,15323,1,6.094758526,44.655
860,0.1075,8500,8851,-351,-251,9030009,6930432,5328896,15323,1,6.094758526,44.255
861,0.107625,8400,8766,-366,-210,9030009,6930432,5328896,15323,1,6.094758526,43.83
862,0.10775,8300,8685,-385,-196,9030009,6930432,5328896,15323,1,6.094758526,43.425
863,0.107875,8200,8587,-387,-131,9030009,6930432,5328896,15323,1,6.094758526,42.935
864,0.108,8100,8483,-383,-13,9030009,6930432,5328896,15323,1,6.094758526,42.415
865,0.108125,8000,8368,-368,80,9030009,6930432,5328896,15323,1,6.094758526,41.84
866,0.10825,7900,8245,-345,181,9030009,6930432,5328896,15323,1,6.094758526,41.225
867,0.108375,7800,8126,-326,212,9030009,6930432,5328896,15323,1,6.094758526,40.63
868,0.1085,7700,8001,-301,227,9030009,6930432,5328896,15323,1,6.094758526,40.005
869,0.108625,7600,7881,-281,241,9030009,6930432,5328896,15323,1,6.094758526,39.405
870,0.10875,7500,7757,-257,249,9030009,6930432,5328896,15323,1,6.094758526,38.785
871,0.108875,7400,7633,-233,283,9030009,6930432,5328896,15323,1,6.094758526,38.165
872,0.109,7300,7514,-214,280,9030009,6930432,5328896,15323,1,6.094758526,37.57
873,0.109125,7200,7399,-199,253,9030009,6930432,5328896,15323,1,6.094758526,36.995
874,0.10925,7100,7287,-187,232,9030009,6930432,5328896,15323,1,6.094758526,36.435
875,0.109375,7000,7185,-185,183,9030009,6930432,5328896,15323,1,6.094758526,35.925
876,0.1095,6900,7092,-192,99,9030009,6930432,5328896,15323,1,6.094758526,35.46
877,0.109625,6800,7014,-214,-15,9030009,6930432,5328896,15323,1,6.094758526,35.07
878,0.10975,6700,6941,-241,-120,9030009,6930432,5328896,15323,1,6.094758526,34.705
879,0.109875,6600,6871,-271,-170,9030009,6930432,5328896,15323,1,6.094758526,34.355
880,0.11,6500,6808,-308,-230,9030009,6930432,5328896,15323,1,6.094758526,34.04
881,0.110125,6400,6747,-347,-294,9030009,6930432,5328896,15323,1,6.094758526,33.735
882,0.11025,6300,6679,-379,-298,9030009,6930432,5328896,15323,1,6.094758526,33.395
883,0.110375,6200,6618,-418,-323,9030009,6930432,5328896,15323,1,6.094758526,33.09
884,0.1105,6100,6555,-455,-382,9030009,6930432,5328896,15323,1,6.094758526,32.775
885,0.110625,6000,6488,-488,-394,9030009,6930432,5328896,15323,1,6.094758526,32.44
886,0.11075,5900,6413,-513,-373,9030009,6930432,5328896,15323,1,6.094758526,32.065
887,0.110875,5800,6337,-537,-362,9030009,6930432,5328896,15323,1,6.094758526,31.685
888,0.111,5700,6257,-557,-373,9030009,6930432,5328896,15323,1,6.094758526,31.285
889,0.111125,5600,6173,-573,-370,9030009,6930432,5328896,15323,1,6.094758526,30.865
890,0.11125,5500,6084,-584,-358,9030009,6930432,5328896,15323,1,6.094758526,30.42
891,0.111375,5400,5997,-597,-370,9030009,6930432,5328896,15323,1,6.094758526,29.985
892,0.1115,5300,5906,-606,-388,9030009,6930432,5328896,15323,1,6.094758526,29.53
893,0.111625,5200,5819,-619,-412,9030009,6930432,5328896,15323,1,6.094758526,29.095
894,0.11175,5100,5725,-625,-420,9030009,6930432,5328896,15323,1,6.094758526,28.625
895,0.111875,5000,5636,-636,-429,9030009,6930432,5328896,15323,1,6.094758526,28.18
896,0.112,4900,5543,-643,-450,9030009,6930432,5328896,15323,1,6.094758526,27.715
897,0.112125,4800,5448,-648,-438,9030009,6930432,5328896,15323,1,6.094758526,27.24
898,0.11225,4700,5352,-652,-434,9030009,6930432,5328896,15323,1,6.094758526,26.76
899,0.112375,4600,5254,-654,-432,9030009,6930432,5328896,15323,1,6.094758526,26.27
900,0.1125,4500,5161,-661,-457,9030009,6930432,5328896,15323,1,6.094758526,25.805
901,0.112625,4400,5065,-665,-481,9030009,6930432,5328896,15323,1,6.094758526,25.325
902,0.11275,4300,4966,-666,-466,9030009,6930432,5328896,15323,1,6.094758526,24.83
903,0.112875,4200,4868,-668,-463,9030009,6930432,5328896,15323,1,6.094758526,24.34
904,0.113,4100,4765,-665,-454,9030009,6930432,5328896,15323,1,6.094758526,23.825
905,0.113125,4000,4665,-665,-452,9030009,6930432,5328896,15323,1,6.094758526,23.325
906,0.11325,3900,4549,-649,-398,9030009,6930432,5328896,15323,1,6.094758526,22.745
907,0.113375,3800,4437,-637,-340,9030009,6930432,5328896,15323,1,6.094758526,22.185
908,0.1135,3700,4319,-619,-330,9030009,6930432,5328896,15323,1,6.094758526,21.595
909,0.113625,3600,4198,-598,-290,9030009,6930432,5328896,15323,1,6.094758526,20.99
910,0.11375,3500,4073,-573,-252,9030009,6930432,5328896,15323,1,6.094758526,20.365
911,0.113875,3400,3949,-549,-232,9030009,6930432,5328896,15323,1,6.094758526,19.745
912,0.114,3300,3829,-529,-249,9030009,6930432,5328896,15323,1,6.094758526,19.145
913,0.114125,3200,3707,-507,-255,9030009,6930432,5328896,15323,1,6.094758526,18.535
914,0.11425,3100,3588,-488,-252,9030009,6930432,5328896,15323,1,6.094758526,17.94
915,0.114375,3000,3463,-463,-227,9030009,6930432,5328896,15323,1,6.094758526,17.315
916,0.1145,2900,3339,-439,-189,9030009,6930432,5328896,15323,1,6.094758526,16.695
917,0.114625,2800,3218,-418,-193,9030009,6930432,5328896,15324,1,6.094758526,16.09
918,0.11475,2700,3105,-405,-237,9030009,6930432,5328896,15324,1,6.094758526,15.525
919,0.114875,2600,2992,-392,-271,9030009,6930432,5328896,15324,1,6.094758526,14.96
920,0.115,2500,2881,-381,-275,9030009,6930432,5328896,15325,1,6.094758526,14.405
921,0.115125,2400,2779,-379,-320,9030009,6930432,5328896,15325,1,6.094758526,13.895
922,0.11525,2300,2671,-371,-335,9030009,6930432,5328896,15325,1,6.094758526,13.355
923,0.115375,2200,2566,-366,-318,9030009,6930432,5328896,15326,1,6.094758526,12.83
924,0.1155,2100,2457,-357,-308,9030009,6930432,5328896,15326,1,6.094758526,12.285
925,0.115625,2000,2359,-359,-342,9030009,6930432,5328896,15326,1,6.094758526,11.795
926,0.11575,1900,2251,-351,-353,9030009,6930432,5328896,15327,1,6.094758526,11.255
927,0.115875,1800,2145,-345,-319,9030009,6930432,5328896,15327,1,6.094758526,10.725
928,0.116,1700,2044,-344,-351,9030009,6930432,5328896,15328,1,6.094758526,10.22
929,0.116125,1600,1937,-337,-356,9030009,6930432,5328896,15328,1,6.094758526,9.685
930,0.11625,1500,1832,-332,-341,9030009,6930432,5328896,15328,1,6.094758526,9.16
931,0.116375,1400,1735,-335,-392,9030009,6930432,5328896,15329,1,6.094758526,8.675
932,0.1165,1300,1631,-331,-409,9030009,6930432,5328896,15329,1,6.094758526,8.155
933,0.116625,1200,1530,-330,-395,9030009,6930432,5328896,15329,1,6.094758526,7.65
934,0.11675,1100,1421,-321,-374,9030009,6930432,5328896,15330,1,6.094758526,7.105
935,0.116875,1000,1315,-315,-352,9030009,6930432,5328896,15330,1,6.094758526,6.575
936,0.117,900,1219,-319,-416,9030009,6930432,5328896,15330,1,6.094758526,6.095
937,0.117125,800,1111,-311,-420,903000d,6930432,5328896,15331,1,6.094758526,5.555
938,0.11725,701,1010,-309,-322,903000d,6930432,5328896,15331,1,6.094758526,5.05
939,0.117375,603,911,-308,-199,903000d,6930432,5328896,15331,1,6.094758526,4.555
940,0.1175,509,821,-312,-82,903000d,6930432,5328896,15331,1,6.094758526,4.105
941,0.117625,420,727,-307,60,903000d,6930432,5328896,15331,1,6.094758526,3.635
942,0.11775,339,637,-298,227,903000d,6930432,5328896,15332,1,6.094758526,3.185
943,0.117875,265,552,-287,345,903000d,6930432,5328896,15332,1,6.094758526,2.76
944,0.118,201,468,-267,461,903000d,6930432,5328896,15332,1,6.094758526,2.34
945,0.118125,146,397,-251,524,903000f,6930432,5328896,15333,1,6.094758526,1.985
946,0.11825,101,326,-225,567,903000f,6930432,5328896,15333,1,6.094758526,1.63
947,0.118375,65,275,-210,555,903000f,6930432,5328896,15333,1,6.094758526,1.375
948,0.1185,39,233,-194,468,903000f,6930432,5328896,15334,1,6.094758526,1.165
949,0.118625,20,203,-183,384,903000f,6930432,5328896,15334,1,6.094758526,1.015
950,0.11875,9,187,-178,250,903000f,7004160,5169152,15335,1,6.797894255,0.935
951,0.118875,3,180,-177,93,903000f,7004160,5169152,15335,1,6.797894255,0.9
952,0.119,1,173,-172,-26,901000f,7004160,5169152,15335,1,6.797894255,0.865
953,0.119125,0,178,-178,-184,ff010001,6918144,5124096,15336,1,5.977569238,0.89
954,0.11925,0,180,-180,-281,ff010001,6918144,5124096,15336,1,5.977569238,0.9
955,0.119375,0,185,-185,-269,ff010001,6918144,5124096,15336,1,5.977569238,0.925
956,0.1195,0,187,-187,-258,ff010001,6807552,5103616,15337,1,4.922865644,0.935
957,0.119625,0,188,-188,-240,ff010001,6807552,5103616,15337,1,4.922865644,0.94
958,0.11975,0,185,-185,-226,ff010001,6807552,5103616,15337,1,4.922865644,0.925
959,0.119875,0,178,-178,-203,ff010001,6656000,5234688,15338,1,3.47753109,0.89
960,0.12,0,163,-163,-162,ff010001,6656000,5234688,15338,1,3.47753109,0.815
961,0.120125,0,157,-157,-180,ff010001,6516736,5197824,15339,1,2.149385824,0.785
962,0.12025,0,148,-148,-230,ff010001,6516736,5197824,15339,1,2.149385824,0.74
963,0.120375,0,152,-152,-299,ff010001,6516736,5197824,15339,1,2.149385824,0.76
964,0.1205,0,160,-160,-402,ff010001,6340608,5275648,15340,1,0.469672694,0.8
965,0.120625,0,173,-173,-468,ff010001,6340608,5275648,15340,1,0.469672694,0.865
966,0.12075,0,196,-196,-559,ff010001,6340608,5275648,15340,1,0.469672694,0.98
967,0.120875,0,218,-218,-625,ff010001,6197248,5214208,15341,1,-0.897535668,1.09
968,0.121,0,244,-244,-660,ff010001,6197248,5214208,15341,1,-0.897535668,1.22
969,0.121125,0,269,-269,-695,ff010001,6197248,5214208,15341,1,-0.897535668,1.345
970,0.12125,0,294,-294,-714,ff010001,6057984,5230592,15342,1,-2.225680934,1.47
971,0.121375,0,320,-320,-744,ff010001,6057984,5230592,15342,1,-2.225680934,1.6
972,0.1215,0,339,-339,-743,ff010001,6057984,5230592,15342,1,-2.225680934,1.695
973,0.121625,0,349,-349,-690,ff010001,5910528,5230592,15343,1,-3.631952392,1.745
974,0.12175,0,355,-355,-645,ff010001,5910528,5230592,15343,1,-3.631952392,1.775
975,0.121875,0,350,-350,-591,ff010001,5787648,5378048,15344,1,-4.803845274,1.75
976,0.122,0,339,-339,-523,ff010001,5787648,5378048,15344,1,-4.803845274,1.695
977,0.122125,0,316,-316,-444,ff010001,5787648,5378048,15344,1,-4.803845274,1.58
978,0.12225,0,293,-293,-387,ff010001,5709824,5365760,15345,1,-5.546044099,1.465
979,0.122375,0,265,-265,-361,ff010001,5709824,5365760,15345,1,-5.546044099,1.325
980,0.1225,0,231,-231,-304,ff010001,5709824,5365760,15345,1,-5.546044099,1.155
981,0.122625,0,192,-192,-236,ff010001,5644288,5357568,15346,1,-6.171053635,0.96
982,0.12275,0,155,-155,-200,ff010001,5644288,5357568,15346,1,-6.171053635,0.775
983,0.122875,0,122,-122,-207,ff010001,5644288,5357568,15346,1,-6.171053635,0.61
984,0.123,0,87,-87,-196,ff010001,5582848,5574656,15347,1,-6.757000076,0.435
985,0.123125,0,51,-51,-154,ff010001,5582848,5574656,15347,1,-6.757000076,0.255
986,0.12325,0,23,-23,-155,ff010001,5586944,5521408,15348,1,-6.71793698,0.115
987,0.123375,0,0,0,-191,ff010001,5586944,5521408,15348,1,-6.71793698,0
988,0.1235,0,-25,25,-183,ff010001,5586944,5521408,15348,1,-6.71793698,-0.125
989,0.123625,0,-47,47,-160,ff010001,5607424,5533696,15349,1,-6.5226215,-0.235
990,0.12375,0,-60,60,-190,ff010001,5607424,5533696,15349,1,-6.5226215,-0.3
991,0.123875,0,-77,77,-197,ff010001,5607424,5533696,15349,1,-6.5226215,-0.385
992,0.124,0,-93,93,-164,ff010001,5701632,5468160,15350,1,-5.624170291,-0.465
993,0.124125,0,-117,117,-108,ff010001,5701632,5468160,15350,1,-5.624170291,-0.585
994,0.12425,0,-121,121,-144,ff010001,5701632,5468160,15350,1,-5.624170291,-0.605
995,0.124375,0,-139,139,-166,ff010001,5742592,5492736,15351,1,-5.23353933,-0.695
996,0.1245,0,-155,155,-99,ff010001,5742592,5492736,15351,1,-5.23353933,-0.775
997,0.124625,0,-173,173,-78,ff010001,5799936,5574656,15352,1,-4.686655985,-0.865
998,0.12475,0,-184,184,-90,ff010001,5799936,5574656,15352,1,-4.686655985,-0.92
999,0.124875,0,-197,197,-107,ff010001,5799936,5574656,15352,1,-4.686655985,-0.985
1000,0.125,0,-207,207,-104,ff010001,5906432,5591040,15353,1,-3.671015488,-1.035
1001,0.125125,0,-201,201,-185,ff010001,5906432,5591040,15353,1,-3.671015488,-1.005
1002,0.12525,0,-214,214,-173,ff010001,5906432,5591040,15353,1,-3.671015488,-1.07
1003,0.125375,0,-212,212,-143,ff010001,6000640,5619712,15354,1,-2.772564279,-1.06
1004,0.1255,0,-210,210,-205,ff010001,6000640,5619712,15354,1,-2.772564279,-1.05
1005,0.125625,0,-207,207,-214,ff010001,6000640,5619712,15354,1,-2.772564279,-1.035
1006,0.12575,0,-193,193,-269,ff010001,6131712,5517312,15355,1,-1.522545205,-0.965
1007,0.125875,0,-188,188,-285,ff010001,6131712,5517312,15355,1,-1.522545205,-0.94
1008,0.126,0,-176,176,-278,ff010001,6197248,5636096,15356,1,-0.897535668,-0.88
1009,0.126125,0,-159,159,-337,ff010001,6197248,5636096,15356,1,-0.897535668,-0.795
1010,0.12625,0,-144,144,-364,ff010001,6197248,5636096,15356,1,-0.897535668,-0.72
1011,0.126375,0,-128,128,-369,ff010001,6332416,5492736,15357,1,0.391546502,-0.64
1012,0.1265,0,-114,114,-373,ff010001,6332416,5492736,15357,1,0.391546502,-0.57
1013,0.126625,0,-99,99,-378,ff010001,6332416,5492736,15357,1,0.391546502,-0.495
1014,0.12675,0,-86,86,-385,ff010001,6438912,5537792,15358,1,1.407186999,-0.43
1015,0.126875,0,-76,76,-373,ff010001,6438912,5537792,15358,1,1.407186999,-0.38
1016,0.127,0,-65,65,-373,ff010001,6438912,5537792,15358,1,1.407186999,-0.325
1017,0.127125,0,-56,56,-379,ff010001,6533120,5476352,15359,1,2.305638209,-0.28
1018,0.12725,0,-49,49,-370,ff010001,6533120,5476352,15359,1,2.305638209,-0.245
1019,0.127375,0,-42,42,-368,ff010001,6533120,5476352,15359,1,2.305638209,-0.21
1020,0.1275,0,-38,38,-361,ff010001,6639616,5369856,15360,1,3.321278706,-0.19
1021,0.127625,0,-30,30,-372,ff010001,6639616,5369856,15360,1,3.321278706,-0.15
1022,0.12775,0,-23,23,-393,ff010001,6701056,5402624,15361,1,3.907225147,-0.115
1023,0.127875,0,-20,20,-377,ff010001,6701056,5402624,15361,1,3.907225147,-0.1
1024,0.128,0,-20,20,-344,ff010001,6701056,5402624,15361,1,3.907225147,-0.1
1025,0.128125,0,-12,12,-367,ff010001,6729728,5402624,15362,1,4.180666819,-0.06
1026,0.12825,0,-10,10,-382,ff010001,6729728,5402624,15362,1,4.180666819,-0.05
1027,0.128375,0,-5,5,-372,ff010001,6729728,5402624,15362,1,4.180666819,-0.025
1028,0.1285,0,0,0,-386,ff010001,6766592,5406720,15363,1,4.532234684,0
1029,0.128625,0,5,-5,-390,ff010001,6766592,5406720,15363,1,4.532234684,0.025
1030,0.12875,0,5,-5,-367,ff010001,6766592,5406720,15363,1,4.532234684,0.025
